game,date,age,team,opp,result,mp,fg,fga,fgp,three,threeatt,threep,ft,fta,ftp,orb,drb,trb,ast,stl,blk,tov,pts,game_score,minus_plus
1,1984-10-26,21-252,CHI,WSB,W (+16),40:00,5,16,.313,0,0,,6,7,.857,1,5,6,7,2,4,5,16,12.5
2,1984-10-27,21-253,CHI,MIL,L (-2),34:00,8,13,.615,0,0,,5,5,1.000,3,2,5,5,2,1,3,21,19.4
3,1984-10-29,21-255,CHI,MIL,W (+6),34:00,13,24,.542,0,0,,11,13,.846,2,2,4,5,6,2,3,37,32.9
4,1984-10-30,21-256,CHI,KCK,W (+5),36:00,8,21,.381,0,0,,9,9,1.000,2,2,4,5,3,1,6,25,14.7
5,1984-11-01,21-258,CHI,DEN,L (-16),33:00,7,15,.467,0,0,,3,4,.750,3,2,5,5,1,1,2,17,13.2
6,1984-11-07,21-264,CHI,DET,W (+4),27:00,9,19,.474,0,0,,7,9,.778,1,3,4,3,3,1,5,25,14.9
7,1984-11-08,21-265,CHI,NYK,W (+15),33:00,15,22,.682,0,0,,3,4,.750,4,4,8,5,3,2,5,33,29.3
8,1984-11-10,21-267,CHI,IND,W (+2),42:00,9,22,.409,0,0,,9,12,.750,2,7,9,4,2,5,3,27,21.2
9,1984-11-13,21-270,CHI,SAS,W (+3),43:00,18,27,.667,1,1,1.000,8,11,.727,2,8,10,4,3,2,4,45,37.5
10,1984-11-15,21-272,CHI,BOS,L (-20),33:00,12,24,.500,0,1,.000,3,3,1.000,0,2,2,2,2,1,1,27,17.1
11,1984-11-17,21-274,CHI,PHI,L (-9),44:00,4,17,.235,0,0,,8,8,1.000,0,5,5,7,5,2,4,16,12.5
12,1984-11-19,21-276,CHI,IND,L (-17),39:00,11,26,.423,0,3,.000,12,16,.750,2,3,5,2,2,1,3,34,20.8
13,1984-11-21,21-278,CHI,MIL,L (-10),42:00,11,22,.500,0,0,,13,14,.929,4,9,13,2,2,2,6,35,26.7
14,1984-11-23,21-280,CHI,SEA,W (+19),30:00,9,13,.692,0,0,,5,6,.833,0,4,4,3,4,1,4,23,19.5
15,1984-11-24,21-281,CHI,POR,L (-10),41:00,10,24,.417,0,1,.000,10,10,1.000,3,3,6,8,3,1,4,30,23.9
16,1984-11-27,21-284,CHI,GSW,L (-6),24:00,6,10,.600,0,0,,1,1,1.000,0,2,2,3,3,2,4,13,11.1
17,1984-11-29,21-286,CHI,PHO,L (-5),30:00,9,17,.529,1,1,1.000,3,4,.750,1,2,3,2,2,0,2,22,14.0
18,1984-11-30,21-287,CHI,LAC,W (+4),37:00,9,15,.600,0,0,,2,4,.500,2,3,5,5,3,0,4,20,15.5
19,1984-12-02,21-289,CHI,LAL,W (+1),42:00,7,13,.538,0,0,,6,8,.750,2,0,2,3,1,1,4,20,12.9
20,1984-12-04,21-291,CHI,NJN,W (+15),35:00,7,13,.538,0,0,,6,6,1.000,1,2,3,6,1,0,3,20,16.0
21,1984-12-07,21-294,CHI,NYK,W (+2),43:00,8,16,.500,0,1,.000,5,7,.714,1,1,2,3,2,0,6,21,9.3
22,1984-12-08,21-295,CHI,DAL,W (+2),35:00,10,23,.435,0,0,,0,0,,4,3,7,2,0,2,2,20,11.2
23,1984-12-11,21-298,CHI,DET,L (-7),37:00,13,28,.464,0,1,.000,1,3,.333,1,7,8,6,2,0,3,27,16.2
24,1984-12-12,21-299,CHI,DET,L (-7),30:00,6,17,.353,0,2,.000,9,10,.900,0,1,1,2,2,1,1,21,12.5
25,1984-12-14,21-301,CHI,NJN,L (-2),44:00,12,25,.480,0,0,,10,10,1.000,2,6,8,8,1,0,0,34,29.5
26,1984-12-15,21-302,CHI,PHI,L (-12),27:00,7,16,.438,0,0,,0,0,,1,1,2,2,1,0,1,14,7.2
27,1984-12-18,21-305,CHI,HOU,L (-8),45:00,8,20,.400,0,1,.000,2,4,.500,1,2,3,8,3,0,1,18,14.5
28,1984-12-20,21-307,CHI,ATL,W (+3),41:00,12,22,.545,0,0,,10,16,.625,4,4,8,7,5,1,7,34,26.6
29,1984-12-22,21-309,CHI,BOS,W (+25),35:00,12,18,.667,0,0,,8,8,1.000,1,11,12,8,0,3,3,32,31.7
30,1984-12-27,21-314,CHI,CLE,W (+4),44:00,20,33,.606,0,1,.000,5,5,1.000,2,5,7,11,3,0,3,45,40.1
31,1984-12-29,21-316,CHI,ATL,L (-3),39:00,7,18,.389,0,0,,7,9,.778,1,3,4,5,0,0,3,21,10.1
32,1985-01-02,21-320,CHI,ATL,L (-14),34:00,10,14,.714,0,0,,5,6,.833,1,6,7,4,3,0,4,25,22.3
33,1985-01-04,21-322,CHI,MIL,W (+5),38:00,9,16,.563,0,1,.000,4,5,.800,0,2,2,6,3,0,0,22,20.2
34,1985-01-05,21-323,CHI,NYK,L (-6),42:00,16,25,.640,0,0,,10,11,.909,4,3,7,4,2,1,3,42,35.5
35,1985-01-09,21-327,CHI,BOS,L (-3),42:00,12,24,.500,0,0,,12,13,.923,4,2,6,6,2,1,4,36,28.3
36,1985-01-11,21-329,CHI,NYK,W (+16),30:00,8,14,.571,0,0,,7,7,1.000,2,4,6,5,2,0,5,23,18.3
37,1985-01-12,21-330,CHI,CLE,L (-3),36:00,10,21,.476,0,1,.000,4,6,.667,4,8,12,3,1,0,3,24,15.8
38,1985-01-14,21-332,CHI,DEN,W (+9),43:00,11,16,.688,0,0,,13,15,.867,2,12,14,15,3,1,6,35,39.4
39,1985-01-16,21-334,CHI,NJN,L (-6),44:00,8,17,.471,0,1,.000,11,12,.917,1,6,7,7,2,0,6,27,20.1
40,1985-01-17,21-335,CHI,CLE,W (+5),40:00,8,20,.400,0,0,,9,12,.750,0,4,4,6,2,2,3,25,17.2
41,1985-01-19,21-337,CHI,IND,L (-3),41:00,15,27,.556,2,4,.500,6,8,.750,2,10,12,7,3,2,2,38,34.0
42,1985-01-22,21-340,CHI,POR,W (+8),39:00,11,20,.550,0,1,.000,7,7,1.000,1,11,12,5,2,0,4,29,23.3
43,1985-01-25,21-343,CHI,SEA,W (+17),37:00,6,15,.400,0,1,.000,10,10,1.000,2,2,4,8,4,2,1,22,24.7
44,1985-01-26,21-344,CHI,ATL,W (+13),43:00,17,24,.708,0,0,,11,11,1.000,1,7,8,10,0,4,5,45,41.4
45,1985-01-29,21-347,CHI,KCK,W (+6),38:00,11,17,.647,0,0,,4,6,.667,0,7,7,7,3,0,1,26,25.5
46,1985-01-30,21-348,CHI,WSB,L (-11),41:00,12,19,.632,0,0,,14,15,.933,0,7,7,8,4,0,4,38,35.6
47,1985-02-01,21-350,CHI,PHI,L (-11),37:00,9,16,.563,0,2,.000,13,14,.929,0,6,6,5,2,0,3,31,25.3
48,1985-02-05,21-354,CHI,BOS,L (-4),45:00,14,25,.560,0,1,.000,13,14,.929,4,8,12,7,4,1,1,41,40.1
49,1985-02-07,21-356,CHI,CLE,L (-9),38:00,8,17,.471,0,0,,7,8,.875,3,1,4,7,4,0,7,23,15.8
50,1985-02-12,21-361,CHI,DET,W (+13),45:00,19,31,.613,0,0,,11,13,.846,7,8,15,5,4,0,6,49,40.9
51,1985-02-15,21-364,CHI,IND,L (-18),37:00,8,20,.400,0,1,.000,1,2,.500,1,6,7,6,0,2,4,17,9.5
52,1985-02-17,22-000,CHI,MIL,L (-20),34:00,9,15,.600,0,0,,8,8,1.000,2,1,3,3,2,1,5,26,20.2
53,1985-02-19,22-002,CHI,LAL,L (-10),30:00,6,13,.462,0,2,.000,4,5,.800,4,2,6,8,0,0,3,16,12.9
54,1985-02-22,22-005,CHI,BOS,L (-10),42:00,8,18,.444,0,0,,10,12,.833,1,3,4,7,3,0,3,26,21.1
55,1985-02-23,22-006,CHI,GSW,W (+15),32:00,15,20,.750,0,0,,8,8,1.000,1,4,5,5,3,0,0,38,36.8
56,1985-02-26,22-009,CHI,CLE,L (-5),48:00,12,27,.444,0,1,.000,4,4,1.000,3,6,9,5,0,0,1,28,18.7
57,1985-02-27,22-010,CHI,DET,L (-9),35:00,8,17,.471,0,1,.000,8,9,.889,1,5,6,2,4,1,4,24,18.0
58,1985-03-01,22-012,CHI,NYK,W (+5),38:00,6,15,.400,0,0,,9,12,.750,2,8,10,10,3,0,7,21,17.7
59,1985-03-03,22-014,CHI,NJN,L (-4),41:00,13,21,.619,0,0,,11,12,.917,6,8,14,5,3,1,3,37,37.1
60,1985-03-05,22-016,CHI,WSB,W (+5),44:00,12,23,.522,0,0,,13,17,.765,2,7,9,8,2,1,2,37,32.7
61,1985-03-06,22-017,CHI,BOS,W (+3),42:00,13,28,.464,0,0,,7,7,1.000,2,5,7,3,5,2,5,33,24.2
62,1985-03-08,22-019,CHI,LAC,W (+16),28:00,7,13,.538,1,2,.500,11,14,.786,2,6,8,7,0,1,1,26,25.1
63,1985-03-09,22-020,CHI,UTA,L (-6),38:00,9,21,.429,1,1,1.000,9,16,.563,2,4,6,4,5,0,6,28,16.5
64,1985-03-11,22-022,CHI,WSB,L (-7),34:00,6,14,.429,0,0,,9,10,.900,1,3,4,4,0,0,4,21,12.8
65,1985-03-12,22-023,CHI,DET,W (+1),39:00,11,24,.458,0,1,.000,10,11,.909,3,5,8,4,1,0,5,32,20.8
66,1985-03-14,22-025,CHI,NYK,L (-9),34:00,5,18,.278,0,0,,6,11,.545,1,2,3,8,1,0,1,16,9.1
67,1985-03-15,22-026,CHI,PHO,W (+6),42:00,11,15,.733,0,0,,5,6,.833,1,8,9,14,2,2,6,27,29.6
68,1985-03-17,22-028,CHI,MIL,W (+2),48:00,11,25,.440,0,3,.000,10,13,.769,6,5,11,16,1,1,3,32,31.3
69,1985-03-19,22-030,CHI,HOU,L (-6),42:00,11,22,.500,0,0,,9,10,.900,2,2,4,7,2,1,7,31,21.0
70,1985-03-20,22-031,CHI,SAS,L (-8),43:00,14,23,.609,0,1,.000,10,12,.833,3,4,7,4,3,0,2,38,31.8
71,1985-03-23,22-034,CHI,DAL,W (+10),43:00,5,17,.294,0,0,,10,10,1.000,3,6,9,10,2,1,1,20,22.3
72,1985-03-24,22-035,CHI,UTA,L (-18),35:00,9,24,.375,0,0,,8,11,.727,3,6,9,6,4,2,3,26,21.3
73,1985-03-26,22-037,CHI,IND,W (+1),40:00,13,24,.542,0,1,.000,12,13,.923,4,5,9,5,3,0,3,38,31.8
74,1985-03-28,22-039,CHI,CLE,L (-8),41:00,11,25,.440,1,3,.333,12,14,.857,4,4,8,10,2,0,2,35,30.5
75,1985-03-30,22-041,CHI,PHI,L (-5),42:00,13,19,.684,1,1,1.000,11,13,.846,2,3,5,6,1,0,3,38,33.2
76,1985-04-02,22-044,CHI,NJN,W (+14),44:00,12,19,.632,0,0,,7,8,.875,5,3,8,9,3,0,7,31,28.4
77,1985-04-03,22-045,CHI,WSB,W (+9),40:00,12,19,.632,0,1,.000,1,3,.333,1,5,6,3,4,0,2,25,20.0
78,1985-04-05,22-047,CHI,PHI,L (-3),38:00,13,21,.619,0,1,.000,14,15,.933,0,1,1,5,3,0,2,40,32.5
79,1985-04-06,22-048,CHI,ATL,W (+3),43:00,12,18,.667,0,0,,9,9,1.000,2,5,7,4,3,2,7,33,26.7
80,1985-04-08,22-050,CHI,IND,L (-4),39:00,6,20,.300,0,1,.000,10,14,.714,2,6,8,5,3,0,5,22,12.7
81,1985-04-12,22-054,CHI,ATL,L (-11),36:00,11,16,.688,0,1,.000,6,7,.857,2,1,3,6,5,0,7,28,23.5
82,1985-04-13,22-055,CHI,NJN,L (-12),40:00,9,24,.375,1,5,.200,10,11,.909,2,0,2,9,1,0,4,29,18.9
1,1985-10-25,22-250,CHI,CLE,W (+1),39:00,13,26,.500,0,0,,3,4,.750,3,3,6,3,3,0,3,29,18.7
2,1985-10-26,22-251,CHI,DET,W (+3),41:00,9,24,.375,0,0,,15,16,.938,2,5,7,6,2,3,6,33,22.6
3,1985-10-29,22-254,CHI,GSW,W (+6),18:00,6,10,.600,0,0,,0,0,,0,2,2,2,0,0,1,12,8.0
4,1986-03-15,23-026,CHI,MIL,L (-9),13:00,4,7,.571,0,0,,4,7,.571,0,1,1,2,1,0,1,12,8.4
5,1986-03-17,23-028,CHI,ATL,L (-10),14:00,4,16,.250,0,1,.000,9,10,.900,3,1,4,1,7,1,1,17,16.8
6,1986-03-19,23-030,CHI,PHI,L (-6),15:00,4,14,.286,0,2,.000,4,6,.667,4,0,4,3,2,2,1,12,9.9
7,1986-03-21,23-032,CHI,BOS,L (-21),16:00,7,16,.438,0,1,.000,6,7,.857,2,0,2,1,0,1,1,20,11.8
8,1986-03-22,23-033,CHI,CLE,L (-26),16:00,4,13,.308,0,0,,0,1,.000,1,0,1,1,0,0,1,8,-0.3
9,1986-03-25,23-036,CHI,NYK,W (+13),19:00,5,12,.417,0,1,.000,9,9,1.000,1,2,3,3,1,0,2,19,13.8
10,1986-03-28,23-039,CHI,NJN,L (-11),22:00,9,15,.600,0,0,,4,6,.667,0,1,1,3,5,0,3,22,17.1
11,1986-03-29,23-040,CHI,NYK,W (+10),23:00,10,17,.588,0,1,.000,4,6,.667,1,0,1,1,1,3,4,24,15.0
12,1986-04-01,23-043,CHI,MIL,L (-9),26:00,8,16,.500,0,1,.000,12,12,1.000,1,4,5,2,1,3,1,28,24.6
13,1986-04-03,23-045,CHI,IND,W (+1),28:00,12,19,.632,0,0,,2,4,.500,1,4,5,3,3,2,3,26,21.7
14,1986-04-05,23-047,CHI,ATL,W (+5),31:00,10,21,.476,2,3,.667,8,9,.889,1,2,3,3,1,1,4,30,19.6
15,1986-04-07,23-049,CHI,MIL,W (+6),31:00,10,18,.556,1,3,.333,5,5,1.000,1,4,5,7,1,3,2,26,24.1
16,1986-04-08,23-050,CHI,ATL,L (-13),33:00,12,25,.480,0,2,.000,6,6,1.000,1,5,6,6,2,1,7,30,18.6
17,1986-04-11,23-053,CHI,WSB,W (+2),37:00,12,36,.333,0,1,.000,7,10,.700,1,4,5,2,3,1,2,31,12.4
18,1986-04-13,23-055,CHI,CLE,L (-7),29:00,11,23,.478,0,2,.000,7,7,1.000,0,3,3,4,4,0,2,29,21.4
1,1986-11-01,23-257,CHI,NYK,W (+5),41:00,15,31,.484,0,0,,20,22,.909,2,4,6,3,4,3,6,50,37.5
2,1986-11-02,23-258,CHI,CLE,W (+5),39:00,16,31,.516,0,0,,9,12,.750,6,2,8,2,0,4,3,41,29.3
3,1986-11-04,23-260,CHI,SAS,W (+7),44:00,14,31,.452,0,1,.000,6,13,.462,3,5,8,5,4,2,6,34,20.8
4,1986-11-07,23-263,CHI,DET,L (-6),42:00,11,26,.423,0,1,.000,11,15,.733,0,0,0,5,1,1,3,33,18.2
5,1986-11-08,23-264,CHI,PHO,W (+5),39:00,17,27,.630,0,0,,5,5,1.000,3,3,6,3,5,0,3,39,33.2
6,1986-11-11,23-267,CHI,ATL,W (+2),39:00,14,32,.438,0,0,,6,6,1.000,4,1,5,3,1,3,5,34,18.9
7,1986-11-12,23-268,CHI,WSB,L (-2),39:00,9,25,.360,0,1,.000,10,12,.833,0,4,4,4,3,1,4,28,15.4
8,1986-11-14,23-270,CHI,BOS,L (-12),41:00,17,33,.515,1,1,1.000,13,14,.929,2,3,5,1,2,1,0,48,35.8
9,1986-11-21,23-277,CHI,NYK,W (+2),40:00,14,26,.538,0,0,,12,15,.800,1,5,6,4,3,2,2,40,32.8
10,1986-11-22,23-278,CHI,WSB,W (+9),39:00,10,26,.385,0,0,,2,3,.667,2,7,9,4,3,1,3,22,13.2
11,1986-11-26,23-282,CHI,DEN,L (-2),41:00,13,31,.419,0,0,,11,14,.786,2,7,9,3,1,3,2,37,24.0
12,1986-11-28,23-284,CHI,LAL,L (-7),45:00,19,43,.442,0,1,.000,3,4,.750,8,2,10,3,1,1,3,41,23.5
13,1986-11-29,23-285,CHI,GSW,L (-7),42:00,11,30,.367,0,1,.000,18,19,.947,3,2,5,6,4,0,2,40,30.7
14,1986-12-02,23-288,CHI,SEA,W (+6),48:00,13,30,.433,0,0,,14,15,.933,5,4,9,6,3,6,4,40,34.7
15,1986-12-03,23-289,CHI,UTA,L (-5),40:00,17,33,.515,0,2,.000,11,13,.846,0,3,3,3,6,1,2,45,34.4
16,1986-12-05,23-291,CHI,PHO,L (-2),41:00,15,37,.405,0,0,,13,17,.765,2,2,4,2,3,1,1,43,27.2
17,1986-12-06,23-292,CHI,SAS,L (-9),44:00,18,38,.474,0,2,.000,7,7,1.000,5,0,5,3,1,1,2,43,27.3
18,1986-12-09,23-295,CHI,DEN,W (+6),42:00,16,30,.533,0,0,,8,9,.889,2,4,6,6,3,4,3,40,33.4
19,1986-12-10,23-296,CHI,ATL,L (-28),39:00,15,25,.600,0,0,,11,12,.917,2,2,4,4,3,0,3,41,32.7
20,1986-12-12,23-298,CHI,MIL,W (+13),39:00,16,24,.667,0,0,,9,11,.818,0,5,5,3,2,0,2,41,31.4
21,1986-12-13,23-299,CHI,MIL,L (-23),31:00,3,17,.176,0,0,,5,8,.625,0,4,4,2,0,1,2,11,-0.4
22,1986-12-16,23-302,CHI,NJN,W (+1),37:00,13,29,.448,0,1,.000,15,18,.833,2,3,5,1,0,0,4,41,21.7
23,1986-12-18,23-304,CHI,IND,W (+9),39:00,15,27,.556,0,0,,11,12,.917,2,1,3,6,0,1,2,41,31.5
24,1986-12-20,23-306,CHI,UTA,L (-2),38:00,10,26,.385,0,0,,7,8,.875,0,4,4,7,2,4,5,27,17.1
25,1986-12-23,23-309,CHI,CLE,W (+16),35:00,18,33,.545,0,1,.000,7,7,1.000,4,1,5,6,2,0,3,43,32.6
26,1986-12-25,23-311,CHI,NYK,L (-1),41:00,10,28,.357,0,0,,10,12,.833,1,2,3,5,6,2,6,30,19.4
27,1986-12-27,23-313,CHI,IND,W (+12),36:00,20,29,.690,0,0,,4,4,1.000,2,2,4,3,0,2,4,44,32.8
28,1986-12-30,23-316,CHI,GSW,L (-3),40:00,12,27,.444,2,3,.667,5,7,.714,1,4,5,3,4,0,2,31,20.5
29,1987-01-02,23-319,CHI,BOS,L (-14),40:00,13,31,.419,0,1,.000,8,10,.800,6,2,8,3,1,0,2,34,21.8
30,1987-01-03,23-320,CHI,DET,W (+5),38:00,16,35,.457,0,2,.000,15,17,.882,1,3,4,2,1,0,1,47,29.5
31,1987-01-06,23-323,CHI,CLE,W (+4),38:00,13,23,.565,0,0,,1,3,.333,0,2,2,3,2,0,3,27,15.0
32,1987-01-08,23-325,CHI,POR,W (+4),43:00,20,34,.588,0,0,,13,16,.813,3,1,4,5,3,2,3,53,42.1
33,1987-01-10,23-327,CHI,NJN,W (+10),36:00,8,24,.333,0,0,,15,15,1.000,1,6,7,5,2,1,4,31,20.9
34,1987-01-15,23-332,CHI,HOU,L (-11),43:00,17,43,.395,1,4,.250,8,9,.889,1,2,3,3,2,1,2,43,22.6
35,1987-01-17,23-334,CHI,PHI,W (+16),44:00,17,34,.500,0,0,,13,14,.929,5,5,10,6,4,1,4,47,38.7
36,1987-01-19,23-336,CHI,IND,L (-14),41:00,11,25,.440,1,1,1.000,9,11,.818,4,2,6,3,0,0,5,32,16.6
37,1987-01-20,23-337,CHI,MIL,W (+13),39:00,11,22,.500,0,0,,9,10,.900,2,5,7,2,2,1,3,31,22.8
38,1987-01-23,23-340,CHI,CLE,W (+21),37:00,14,28,.500,1,1,1.000,6,6,1.000,1,1,2,2,3,0,3,35,23.0
39,1987-01-24,23-341,CHI,CLE,L (-30),27:00,11,20,.550,0,0,,5,6,.833,0,0,0,1,1,0,1,27,16.1
40,1987-01-27,23-344,CHI,BOS,L (-8),40:00,13,34,.382,0,2,.000,4,6,.667,1,4,5,6,2,0,5,30,12.9
41,1987-01-28,23-345,CHI,BOS,L (-29),37:00,11,23,.478,0,2,.000,5,8,.625,1,3,4,4,1,1,6,27,13.0
42,1987-01-30,23-347,CHI,PHI,L (-9),41:00,19,35,.543,0,4,.000,11,12,.917,1,1,2,5,3,2,4,49,35.0
43,1987-02-01,23-349,CHI,DET,L (-2),44:00,14,39,.359,1,5,.200,9,9,1.000,4,1,5,5,5,0,2,38,23.9
44,1987-02-03,23-351,CHI,WSB,W (+7),43:00,12,28,.429,0,1,.000,8,9,.889,3,3,6,6,0,2,5,32,19.2
45,1987-02-05,23-353,CHI,MIL,L (-15),44:00,12,24,.500,0,0,,12,13,.923,2,5,7,5,2,2,3,36,29.6
46,1987-02-10,23-358,CHI,PHI,W (+5),41:00,11,22,.500,0,0,,7,9,.778,2,1,3,4,3,1,4,29,19.8
47,1987-02-13,23-361,CHI,SEA,W (+8),41:00,14,28,.500,0,0,,17,19,.895,0,3,3,6,2,2,1,45,36.5
48,1987-02-14,23-362,CHI,NYK,W (+4),37:00,15,24,.625,0,1,.000,3,5,.600,0,2,2,8,3,3,2,33,29.9
49,1987-02-16,23-364,CHI,SAC,L (-4),48:00,13,30,.433,0,1,.000,17,18,.944,1,6,7,6,5,4,7,43,32.3
50,1987-02-20,24-003,CHI,LAL,L (-10),40:00,11,27,.407,0,0,,11,12,.917,2,0,2,5,5,2,2,33,25.8
51,1987-02-22,24-005,CHI,CLE,W (+4),39:00,16,29,.552,0,0,,11,15,.733,2,2,4,6,8,5,4,43,40.8
52,1987-02-24,24-007,CHI,ATL,W (+10),42:00,10,22,.455,0,0,,14,18,.778,3,9,12,2,5,5,2,34,32.5
53,1987-02-26,24-009,CHI,NJN,W (+15),37:00,16,25,.640,0,0,,26,27,.963,1,7,8,3,3,2,3,58,51.2
54,1987-02-28,24-011,CHI,MIL,W (+3),38:00,11,28,.393,0,1,.000,15,17,.882,3,3,6,2,3,1,3,37,24.5
55,1987-03-01,24-012,CHI,NJN,L (-10),39:00,10,23,.435,0,1,.000,10,12,.833,3,1,4,4,3,2,7,30,18.1
56,1987-03-03,24-014,CHI,LAC,W (+34),28:00,11,17,.647,0,0,,8,9,.889,0,3,3,8,3,2,2,30,30.6
57,1987-03-04,24-015,CHI,DET,W (+5),43:00,22,39,.564,0,0,,17,18,.944,3,4,7,3,3,3,5,61,47.6
58,1987-03-06,24-017,CHI,NYK,L (-1),39:00,10,24,.417,0,0,,7,9,.778,3,5,8,5,8,3,4,27,25.8
59,1987-03-08,24-019,CHI,DAL,W (+10),44:00,11,28,.393,0,1,.000,11,12,.917,3,3,6,4,5,3,1,33,28.5
60,1987-03-09,24-020,CHI,ATL,L (-5),42:00,12,26,.462,0,1,.000,7,10,.700,2,5,7,8,3,1,3,31,24.8
61,1987-03-11,24-022,CHI,PHI,L (-9),44:00,19,34,.559,1,1,1.000,10,11,.909,4,4,8,7,2,4,6,49,38.5
62,1987-03-13,24-024,CHI,DET,L (-1),36:00,7,22,.318,0,0,,10,13,.769,1,3,4,3,0,0,2,24,11.1
63,1987-03-14,24-025,CHI,WSB,L (-1),47:00,5,20,.250,0,0,,3,3,1.000,1,6,7,8,4,2,7,13,7.5
64,1987-03-16,24-027,CHI,HOU,L (-1),43:00,15,28,.536,0,1,.000,14,14,1.000,1,3,4,5,4,0,4,44,33.5
65,1987-03-17,24-028,CHI,DAL,L (-18),42:00,7,21,.333,1,2,.500,6,7,.857,0,3,3,9,0,0,3,21,11.7
66,1987-03-19,24-030,CHI,LAC,W (+17),41:00,14,23,.609,1,1,1.000,11,11,1.000,3,4,7,3,2,4,2,40,36.1
67,1987-03-21,24-032,CHI,SAC,W (+15),44:00,13,25,.520,0,1,.000,14,15,.933,1,2,3,5,4,0,7,40,28.3
68,1987-03-22,24-033,CHI,POR,L (-2),43:00,14,26,.538,0,2,.000,18,20,.900,0,1,1,6,4,0,7,46,32.9
69,1987-03-24,24-035,CHI,PHI,W (+2),44:00,22,32,.688,0,1,.000,12,15,.800,1,6,7,3,8,0,7,56,46.0
70,1987-03-26,24-037,CHI,NJN,L (-2),43:00,14,30,.467,0,0,,12,14,.857,1,5,6,7,4,1,4,40,31.2
71,1987-03-27,24-038,CHI,BOS,L (-5),40:00,9,23,.391,0,0,,4,5,.800,3,4,7,7,7,1,3,22,20.8
72,1987-03-29,24-040,CHI,NYK,W (+19),40:00,13,24,.542,0,2,.000,7,9,.778,0,1,1,8,4,1,1,33,29.0
73,1987-03-31,24-042,CHI,WSB,W (+26),34:00,12,18,.667,0,0,,12,14,.857,0,3,3,4,3,1,4,36,30.0
74,1987-04-01,24-043,CHI,IND,L (-5),41:00,10,25,.400,1,3,.333,5,6,.833,2,7,9,7,5,3,3,26,22.6
75,1987-04-03,24-045,CHI,WSB,L (-4),45:00,13,22,.591,1,2,.500,5,5,1.000,1,1,2,7,2,1,4,32,24.8
76,1987-04-04,24-046,CHI,ATL,L (-13),35:00,9,24,.375,0,1,.000,13,13,1.000,5,1,6,7,1,0,1,31,25.3
77,1987-04-07,24-049,CHI,DET,W (+30),26:00,13,21,.619,0,0,,13,16,.813,2,3,5,4,4,1,3,39,35.1
78,1987-04-10,24-052,CHI,PHI,L (-2),50:00,11,31,.355,0,1,.000,12,15,.800,3,3,6,10,3,1,3,34,25.0
79,1987-04-12,24-054,CHI,IND,W (+21),42:00,19,27,.704,0,0,,15,18,.833,2,2,4,8,4,2,3,53,49.7
